Authors,Author full names,Author(s) ID,Title,Year,Cited by,DOI,Link,stage1_status,stage1_matched_kws,stage2_status,stage2_matched_kws,final_status
Selvaraj V.; Vairavasundaram I.,"Selvaraj, Vedhanayaki (57203780912); Vairavasundaram, Indragandhi (55759761300)",57203780912; 55759761300,Flyback converter employed non-dissipative cell equalization in electric vehicle lithium-ion batteries,2023,6,10.1016/j.prime.2023.100278,https://www.scopus.com/pages/publications/85170422490?origin=resultslist,passed_stage1,"current, voltage, discharge, curve",passed_stage2,voltage,relevant
Rezaei O.; Menhaj M.B.; Sharifi I.; Khosravi M.A.,"Rezaei, Omid (57199191052); Menhaj, Mohammad Bagher (35569062100); Sharifi, Iman (51462052500); Khosravi, Mohammad A. (36962611100)",57199191052; 35569062100; 51462052500; 36962611100,A practical solution for the state of charge estimation in lithium-ion batteries considering disturbance and errors in the measurement sensors,2025,5,10.1016/j.rineng.2025.105085,https://www.scopus.com/pages/publications/105003764858?origin=resultslist,passed_stage1,voltage,passed_stage2,voltage,relevant
Zhang J.; Song C.; Xiang J.,"Zhang, Jinrui (58920446700); Song, Chenqi (57546816600); Xiang, Jiawei (9635927200)",58920446700; 57546816600; 9635927200,A simulation-driven prediction model for state of charge estimation of electric vehicle lithium battery,2024,5,10.1016/j.heliyon.2024.e30988,https://www.scopus.com/pages/publications/85192763368?origin=resultslist,passed_stage1,"capacity, voltage, current, curve",passed_stage2,"voltage, current",relevant
Huang Y.; Gong X.; Lin Z.; Xu L.,"Huang, Yufeng (57201386016); Gong, Xuejian (59183115500); Lin, Zhiyu (58925451200); Xu, Lei (57221175974)",57201386016; 59183115500; 58925451200; 57221175974,A hybrid data-driven method for voltage state prediction and fault warning of Li-ion batteries,2024,4,10.1016/j.csite.2024.105420,https://www.scopus.com/pages/publications/85209388751?origin=resultslist,passed_stage1,"voltage, plot, curve",passed_stage2,voltage,relevant
Schommer A.; Sciortino D.D.; Morrey D.; Collier G.,"Schommer, Adriano (57194152493); Sciortino, Davide Domenico (60460955300); Morrey, Denise (56853518200); Collier, Gordana (57609174600)",57194152493; 60460955300; 56853518200; 57609174600,Experimental investigation of power available in lithium-ion batteries,2024,5,10.1016/j.jpowsour.2024.235168,https://www.scopus.com/pages/publications/85200645295?origin=resultslist,passed_stage1,"charge, current, discharge, plot",passed_stage2,"voltage, discharge, current",relevant
Danzer M.A.; Plank C.; Rüther T.,"Danzer, Michael A. (23099002000); Plank, Christian (57410782900); Rüther, Tom (59022166600)",23099002000; 57410782900; 59022166600,Electrochemical system analysis from impedance data to system identification,2024,6,10.1016/j.xcrp.2024.102091,https://www.scopus.com/pages/publications/85198611241?origin=resultslist,passed_stage1,impedance,passed_stage2,impedance,relevant
Okumura Y.; Kobayashi H.; Haga R.; Suto M.; Nishida S.; Nakabayashi K.; Yoon S.-H.; Miyawaki J.,"Okumura, Yusuke (57203912565); Kobayashi, Hikaru (59396552700); Haga, Ryuta (58154646000); Suto, Mikito (42361736400); Nishida, Saki (59396687400); Nakabayashi, Koji (55650538600); Yoon, Seong-Ho (13310265100); Miyawaki, Jin (8396487400)",57203912565; 59396552700; 58154646000; 42361736400; 59396687400; 55650538600; 13310265100; 8396487400,Estimation of the discharge capacities and lithium-ion storage site of pitch-derived hard carbon obtained by different heat-treatment temperature,2025,2,10.1016/j.jpowsour.2025.237202,https://www.scopus.com/pages/publications/105004003997?origin=resultslist,passed_stage1,"capacity, charge, discharge",passed_stage2,"capacity, charge, discharge",relevant
Najafi A.; Masih-Tehrani M.,"Najafi, Amin (57604325400); Masih-Tehrani, Masoud (37119162500)",57604325400; 37119162500,Hybrid adaptive battery parameter estimation approach for equivalent circuit model toolbox,2023,4,10.1016/j.softx.2023.101534,https://www.scopus.com/pages/publications/85173900883?origin=resultslist,passed_stage1,"capacity, voltage, current, curve",passed_stage2,"voltage, current, curve",relevant
Yu Q.; Fan L.; Deng H.; Fang D.; Wang C.,"Yu, Quanqing (57192720791); Fan, Liubin (60208881800); Deng, Huanyong (59480966800); Fang, Donglin (60432448500); Wang, Can (56682379200)",57192720791; 60208881800; 59480966800; 60432448500; 56682379200,Li-ion battery swelling force: Multiphysics coupling modeling and in-situ quantification for safety enhancement,2026,3,10.1016/j.geits.2025.100384,https://www.scopus.com/pages/publications/105031680982?origin=resultslist,passed_stage1,"capacity, charge, discharge, voltage",passed_stage2,"charge, capacity, voltage, discharge",relevant
Hailemichael H.; Ayalew B.,"Hailemichael, Habtamu (58021838700); Ayalew, Beshah (8930956800)",58021838700; 8930956800,Adaptive and safe fast charging of lithium-ion batteries via hybrid model learning and control barrier functions,2025,3,10.1016/j.est.2025.117056,https://www.scopus.com/pages/publications/105007087722?origin=resultslist,passed_stage1,"voltage, current, plot",passed_stage2,current,relevant
Lee K.; Yanagi K.; Arashi T.; Kodama M.,"Lee, K. (59447012600); Yanagi, K. (58298112300); Arashi, T. (59446914900); Kodama, M. (57188639259)",59447012600; 58298112300; 59446914900; 57188639259,3D simulation of all-solid-state batteries with real electrode structures derived from X-ray computed tomography,2025,1,10.1016/j.jpowsour.2025.237821,https://www.scopus.com/pages/publications/105009692840?origin=resultslist,passed_stage1,"capacity, discharge",passed_stage2,"capacity, discharge",relevant
Rafik O.; Capitaine A.; Briat O.; Vinassa J.-M.,"Rafik, O. (59896066000); Capitaine, A. (57192161155); Briat, O. (8533141800); Vinassa, J.-M. (6602407725)",59896066000; 57192161155; 8533141800; 6602407725,Performance characterization of lithium-ion battery and aging under constant stress conditions at low temperature,2025,2,10.1016/j.microrel.2025.115785,https://www.scopus.com/pages/publications/105005098889?origin=resultslist,passed_stage1,"capacity, impedance, plot, discharge, current, voltage",passed_stage2,"capacity, charge",relevant
Dasarathan S.; Sung J.; Lee Y.-J.; Choi H.-Y.; Park J.-W.; Kim D.,"Dasarathan, Suriyakumar (57221501363); Sung, Junghwan (57208258454); Lee, You-Jin (57189227020); Choi, Hae-Young (55724363400); Park, Jun-Woo (57209628728); Kim, Doohun (57212363842)",57221501363; 57208258454; 57189227020; 55724363400; 57209628728; 57212363842,Lithium phosphate incorporated carbon nanotube interlayer as an efficient polysulfide immobilizer for high performance lithium sulfur batteries,2023,4,10.1016/j.elecom.2023.107584,https://www.scopus.com/pages/publications/85171620832?origin=resultslist,passed_stage1,"charge, discharge, impedance",passed_stage2,"capacity, discharge",relevant
Cancelliere F.; Girard S.; Bourinet J.-M.; Broggi M.,"Cancelliere, Francesco (57204575336); Girard, Sylvain (59840667900); Bourinet, Jean-Marc (6508156941); Broggi, Matteo (25928971500)",57204575336; 59840667900; 6508156941; 25928971500,Prognostic of lithium-ion batteries using a combination of physical modeling and hybrid multi-layer perceptron particle filter,2024,3,10.1016/j.egyr.2024.11.058,https://www.scopus.com/pages/publications/85210128601?origin=resultslist,passed_stage1,"voltage, discharge, current",passed_stage2,"voltage, discharge",relevant
Zhang X.; Bai W.; Xie S.; Wang J.; Sutanto D.; Muttaqi K.M.,"Zhang, Xinhui (24825860400); Bai, Wenyuan (57224004217); Xie, Shuyu (57859872400); Wang, Jiatong (57422527200); Sutanto, Danny (7006225709); Muttaqi, Kashem M. (55582332500)",24825860400; 57224004217; 57859872400; 57422527200; 7006225709; 55582332500,Novel Multi-Scale joint approach for estimating Lithium-ion battery model parameters and SOC considering hysteresis effect and temperature,2025,2,10.1016/j.ijepes.2025.110618,https://www.scopus.com/pages/publications/105000027303?origin=resultslist,passed_stage1,"voltage, current",passed_stage2,"charge, voltage, current",relevant
Lehmusto M.; Santasalo-Aarnio A.,"Lehmusto, Mika (57469744300); Santasalo-Aarnio, Annukka (37063621700)",57469744300; 37063621700,Impact of first-life usage on second-life performance of lithium-ion batteries,2025,2,10.1016/j.nxener.2025.100385,https://www.scopus.com/pages/publications/105012540399?origin=resultslist,passed_stage1,"capacity, current, impedance",passed_stage2,"capacity, voltage, discharge",relevant
Abushuhel M.; Abdellattif M.H.; saraswat S.K.; Al-Hussainy A.F.; mohammed S.; Nourizadeh M.,"Abushuhel, Mohammad (60087259200); Abdellattif, Magda H. (57188998123); saraswat, Shelesh krishna (57189331872); Al-Hussainy, Ali Fawzi (59378250400); mohammed, Shaker (60000442200); Nourizadeh, Milad (59701208800)",60087259200; 57188998123; 57189331872; 59378250400; 60000442200; 59701208800,Electrochemical-thermal modeling of NMC811 lithium-ion batteries to analyze temperature rise characteristics at different discharge rates,2025,3,10.1016/j.ijoes.2025.101176,https://www.scopus.com/pages/publications/105015188497?origin=resultslist,passed_stage1,"charge, voltage, discharge",passed_stage2,voltage,relevant
El Macouti N.E.H.; El bouanounou M.; Assila A.; Hlil E.-K.; Boughaleb Y.; Hajjaji A.; Laasri S.,"El Macouti, Nour El Haq (59694947900); El bouanounou, Mohamed (59925443700); Assila, Abdelmajid (58686623400); Hlil, El-Kebir (6603643158); Boughaleb, Yahia (6603942827); Hajjaji, Abdelowahed (23392457600); Laasri, Said (36903647500)",59694947900; 59925443700; 58686623400; 6603643158; 6603942827; 23392457600; 36903647500,"Lithium and sodium ion diffusion in LiFePO₄, LLZO, and NASICON: A molecular dynamics and machine learning study",2025,3,10.1016/j.nxener.2025.100428,https://www.scopus.com/pages/publications/105015950495?origin=resultslist,passed_stage1,"plot, curve",passed_stage2,curve,relevant
Li G.; Monroe C.W.,"Li, Guanchen (56413185100); Monroe, Charles W. (7006243205)",56413185100; 7006243205,Transport of secondary carriers in a solid lithium-ion conductor,2021,4,10.1016/j.electacta.2021.138563,https://www.scopus.com/pages/publications/85107556236?origin=resultslist,passed_stage1,"charge, current, plot",passed_stage2,charge,relevant
Cui X.; Huang Y.; Wu X.,"Cui, Xiangdong (60170586000); Huang, Yanqi (57213610329); Wu, Xiaomei (55715102800)",60170586000; 57213610329; 55715102800,Kalman filter method with correction of open-circuit voltage curve for estimating SOC of lithium-ion batteries,2025,2,10.1016/j.asej.2025.103822,https://www.scopus.com/pages/publications/105020940854?origin=resultslist,passed_stage1,"voltage, current, curve",passed_stage2,curve,relevant
Chen T.; Jin H.; Zhang C.; Wang H.,"Chen, Tiantong (59161239400); Jin, Hongyang (60222288900); Zhang, Chenyu (57226079778); Wang, Huaibin (57216290805)",59161239400; 60222288900; 57226079778; 57216290805,Lithium-ion battery remaining useful life prediction for portable medical device safety: a VMD-RVM based approach,2026,2,10.1016/j.jaecs.2025.100432,https://www.scopus.com/pages/publications/105023645154?origin=resultslist,passed_stage1,"capacity, voltage, discharge",passed_stage2,capacity,relevant
Su X.; Ge Y.; Qiao X.,"Su, Xianzheng (57880353800); Ge, Yanjun (7201735986); Qiao, Xin (22036295500)",57880353800; 7201735986; 22036295500,Jitter solution in parameter identification based on cross-time scale fusion algorithm of lithium-ion batteries,2024,3,10.1016/j.heliyon.2024.e29402,https://www.scopus.com/pages/publications/85190347066?origin=resultslist,passed_stage1,"voltage, current",passed_stage2,voltage,relevant
Achdad R.; Mossadak M.A.; Rabhi A.; Chebak A.; Hadjaissa A.; Midavaine H.,"Achdad, R. (58534801900); Mossadak, M.A. (57262957100); Rabhi, A. (24725555500); Chebak, A. (22333804400); Hadjaissa, A. (57189845559); Midavaine, H. (58763651800)",58534801900; 57262957100; 24725555500; 22333804400; 57189845559; 58763651800,Design and experimental validation of a robust and real-time power management strategy and control system for a hybrid electric vehicle,2026,2,10.1016/j.est.2025.120288,https://www.scopus.com/pages/publications/105026657618?origin=resultslist,passed_stage1,"charge, voltage, current, curve",passed_stage2,"charge, discharge, current, voltage",relevant
Ghaderiaram A.; Schlangen E.; Fotouhi M.,"Ghaderiaram, Aliakbar (57224127268); Schlangen, Erik (6602338843); Fotouhi, Mohammad (57807716300)",57224127268; 6602338843; 57807716300,Design and development of wobbling triboelectric nanogenerators for harvesting sustainable energy from wind and vibration,2025,2,10.1016/j.ecmx.2025.101037,https://www.scopus.com/pages/publications/105003817739?origin=resultslist,passed_stage1,"charge, current, voltage",passed_stage2,voltage,relevant
Qasem M.; Stubblefield J.; Qandil M.; Yassin Y.; Haddadin M.; Krishnamurthy M.,"Qasem, Mohammad (57783153200); Stubblefield, Jeff (60239952700); Qandil, Moath (57375607800); Yassin, Yazan (59151431500); Haddadin, Mariana (58138906700); Krishnamurthy, Mahesh (14631890200)",57783153200; 60239952700; 57375607800; 59151431500; 58138906700; 14631890200,Real-time AI-enabled digital twin for battery health estimation and fast charging using partial-discharge data,2026,2,10.1016/j.etran.2025.100528,https://www.scopus.com/pages/publications/105024916242?origin=resultslist,passed_stage1,"charge, capacity, impedance, current, voltage",passed_stage2,"charge, capacity, discharge, impedance, current",relevant
Lu D.; Ren F.; Li C.; Ming H.; Cui N.,"Lu, Dong (58193915500); Ren, Fei (57223699810); Li, Changlong (57775707500); Ming, Haoyu (59293451700); Cui, Naxin (8294619900)",58193915500; 57223699810; 57775707500; 59293451700; 8294619900,Fusing coupled degradation mechanisms with machine learning: A multi-fidelity framework for lithium-ion battery lifespan prediction,2026,3,10.1016/j.geits.2025.100367,https://www.scopus.com/pages/publications/105031603527?origin=resultslist,passed_stage1,"capacity, curve",passed_stage2,"capacity, current",relevant
Leible V.; Bessler W.G.,"Leible, Valentin (57219393395); Bessler, Wolfgang G. (57215636217)",57219393395; 57215636217,Passive hybridization of photovoltaic cells with a lithium-ion battery cell: An experimental proof of concept,2021,4,10.1016/j.jpowsour.2020.229050,https://www.scopus.com/pages/publications/85092511003?origin=resultslist,passed_stage1,"charge, voltage, discharge",passed_stage2,voltage,relevant
Barcellona S.; Codecasa L.; Colnago S.; Cannelli L.; Laurano C.; Maroni G.,"Barcellona, Simone (55541165000); Codecasa, Lorenzo (6603665953); Colnago, Silvia (57219054010); Cannelli, Loris (57193744764); Laurano, Christian (57189004124); Maroni, Gabriele (57196087437)",55541165000; 6603665953; 57219054010; 57193744764; 57189004124; 57196087437,Capacity estimation of Lithium-ion batteries through a Machine Learning approach,2026,3,10.1016/j.matcom.2025.05.022,https://www.scopus.com/pages/publications/105008338768?origin=resultslist,passed_stage1,plot,passed_stage2,discharge,relevant
Wang W.; Shao Y.; Tian Y.; Xu C.; Li H.; Yuan J.; Yi A.; Wang Y.; Pei L.; Wang N.; Yuan C.,"Wang, Wenxia (60087157700); Shao, Yujie (59388511900); Tian, Yongjun (59557877900); Xu, Chenglin (57221232766); Li, Huanhuan (55097869500); Yuan, Jifeng (58498132000); Yi, Aibin (58673921100); Wang, Yaping (57219718573); Pei, Lei (35264672500); Wang, Nan (56573145700); Yuan, Chaochun (9243465800)",60087157700; 59388511900; 59557877900; 57221232766; 55097869500; 58498132000; 58673921100; 57219718573; 35264672500; 56573145700; 9243465800,Research on performance of liquid cooling plate for topology optimization of lithium-ion battery,2025,2,10.1016/j.ijoes.2025.101175,https://www.scopus.com/pages/publications/105015203439?origin=resultslist,passed_stage1,curve,passed_stage2,discharge,relevant
Senthil C.; Lee C.W.,"Senthil, Chenrayan (56131605200); Lee, Chang Woo (56575246600)",56131605200; 56575246600,Experimental dataset on tailoring hematite nanodots embedded nitrogen-rich carbon layers for lithium-ion batteries,2020,3,10.1016/j.dib.2020.105472,https://www.scopus.com/pages/publications/85083346363?origin=resultslist,passed_stage1,capacity,passed_stage2,"capacity, voltage, specific capacity",relevant
Fasolato S.; Blasuttigh N.; Galuppini G.; Raimondo D.M.,"Fasolato, Simone (58064383200); Blasuttigh, Nicola (57221647090); Galuppini, Giacomo (57201408796); Raimondo, Davide M. (23009807600)",58064383200; 57221647090; 57201408796; 23009807600,A dataset for large prismatic lithium-ion battery cells (CALB L148N58A): Comprehensive characterization and real-world driving cycles,2025,2,10.1016/j.dib.2025.111301,https://www.scopus.com/pages/publications/85215546130?origin=resultslist,passed_stage1,"voltage, discharge, current",passed_stage2,"capacity, current, discharge, voltage",relevant
Rodríguez-Iturriaga P.; Valdés E.E.; Rodríguez-Bolívar S.; García V.M.; Anseán D.; López-Villanueva J.A.,"Rodríguez-Iturriaga, Pablo (57781941100); Valdés, Enrique Ernesto (59001441900); Rodríguez-Bolívar, Salvador (6508103219); García, Víctor Manuel (6508249706); Anseán, David (55578455200); López-Villanueva, Juan Antonio (7004293188)",57781941100; 59001441900; 6508103219; 6508249706; 55578455200; 7004293188,Efficient high-fidelity modeling of a nickel-rich silicon-graphite cell enabled by optimal spatial distribution,2025,2,10.1016/j.apenergy.2025.125748,https://www.scopus.com/pages/publications/105001094569?origin=resultslist,passed_stage1,"charge, capacity, discharge, impedance, current, voltage",passed_stage2,voltage,relevant
Liang H.; Gao R.; Chen Z.; Tao Q.; Zhang Z.,"Liang, Hong (58003404700); Gao, Renjing (8722170600); Chen, Zeyu (55574920900); Tao, Qingyi (59093242100); Zhang, Zilu (59661313000)",58003404700; 8722170600; 55574920900; 59093242100; 59661313000,Micro short circuit diagnosis for lithium-ion batteries based on Hellinger distance and inverse Markov method,2026,3,10.1016/j.geits.2025.100364,https://www.scopus.com/pages/publications/105031259735?origin=resultslist,passed_stage1,voltage,passed_stage2,"charge, voltage, discharge, current",relevant
Broatch A.; Olmeda P.; Margot X.; Agizza L.; Fernández M.,"Broatch, Alberto (8081134300); Olmeda, Pablo (12785816000); Margot, Xandra (56618792700); Agizza, Luca (57862193200); Fernández, Manuel (58712823500)",8081134300; 12785816000; 56618792700; 57862193200; 58712823500,Energy analysis of a lithium-ion battery module for an e-bus application under different thermal boundaries,2023,4,10.1016/j.est.2023.109107,https://www.scopus.com/pages/publications/85173550718?origin=resultslist,passed_stage1,"charge, capacity, discharge, plot, current, voltage",passed_stage2,"voltage, current",relevant
Tahirağaoğlu B.; Sevilgen G.; Hamut H.S.,"Tahirağaoğlu, Berkay (57985334400); Sevilgen, Gökhan (24722267300); Hamut, Halil Sadettin (54941271600)",57985334400; 24722267300; 54941271600,The numerical and experimental investigation of the transient behaviours of a lithium-ion pouch battery cell under dynamic conditions,2024,2,10.1016/j.csite.2024.105169,https://www.scopus.com/pages/publications/85204601277?origin=resultslist,passed_stage1,"charge, discharge, current, voltage, curve",passed_stage2,"charge, voltage, current",relevant
Ganji M.J.; Agelin-Chaab M.; Rosen M.A.,"Ganji, Mohammad J. (59232530400); Agelin-Chaab, Martin (36994531600); Rosen, Marc A. (59895137000)",59232530400; 36994531600; 59895137000,Experimental investigation on incorporating wire mesh into phase change material-based battery packs at elevated ambient temperatures,2025,2,10.1016/j.applthermaleng.2025.127592,https://www.scopus.com/pages/publications/105012409324?origin=resultslist,passed_stage1,discharge,passed_stage2,"voltage, discharge, current",relevant
Pham D.L.; Chotard J.-N.; Viallet V.; Suchomel M.R.; Fauth F.; Suard E.; Croyeau S.; Braida M.-D.; Le Mercier T.; Masquelier C.,"Pham, Duy Linh (59736755000); Chotard, Jean-Noël (10142557200); Viallet, Virginie (6602096985); Suchomel, Matthew R. (7801558666); Fauth, Francois (7006138334); Suard, Emmanuelle (55395632800); Croyeau, Stephanie (59736874200); Braida, Marc-David (55588300700); Le Mercier, Thierry (6603002080); Masquelier, Christian (7003700196)",59736755000; 10142557200; 6602096985; 7801558666; 7006138334; 55395632800; 59736874200; 55588300700; 6603002080; 7003700196,Crystalline vs. amorphous Li4PS4I: Impact of structure on ionic transport and performances in solid-state battery,2025,2,10.1016/j.ssi.2025.116869,https://www.scopus.com/pages/publications/105002558070?origin=resultslist,passed_stage1,"charge, capacity, discharge, plot, voltage, curve",passed_stage2,charge,relevant
Ghazal T.M.; Saeed A.Q.; Abualhaj M.M.; Naser Abdali T.-A.; Ahmad M.,"Ghazal, Taher M. (57224545303); Saeed, Ali Q. (57272264500); Abualhaj, Mosleh M. (36623265900); Naser Abdali, Taj-Aldeen (57221811383); Ahmad, Munir (57226132376)",57224545303; 57272264500; 36623265900; 57221811383; 57226132376,Pioneering CPMI framework for accurate state-of-health assessment in Lithium ion battery power management using FBG sensors,2025,3,10.1016/j.measen.2025.101967,https://www.scopus.com/pages/publications/105009704421?origin=resultslist,passed_stage1,voltage,passed_stage2,voltage,relevant
Martí-Florences M.; Cecilia A.; Ortega R.; Bobtsov A.; Costa-Castelló R.,"Martí-Florences, Miquel (58645404400); Cecilia, Andreu (57216152538); Ortega, Romeo (7202793493); Bobtsov, Alexey (8046819200); Costa-Castelló, Ramon (7801604563)",58645404400; 57216152538; 7202793493; 8046819200; 7801604563,OCV Estimation in electrochemical batteries with an unknown linear model and finite excitation,2025,3,10.1016/j.est.2025.117665,https://www.scopus.com/pages/publications/105011394149?origin=resultslist,passed_stage1,"voltage, current",passed_stage2,"voltage, current",relevant
Zhou Y.; Huang J.; Li B.,"Zhou, Yue (59397129000); Huang, Jiaqiang (56135671700); Li, Biao (57189335080)",59397129000; 56135671700; 57189335080,Cation order and disorder in cathode materials for Li-ion batteries,2025,3,10.1016/j.nxmate.2024.100441,https://www.scopus.com/pages/publications/85210708994?origin=resultslist,passed_stage1,"charge, voltage, discharge",passed_stage2,"capacity, voltage, specific capacity",relevant
Ali O.; Ishak M.K.; Ammar K.; Ooi C.A.; Ahmad A.B.,"Ali, Omer (57215276600); Ishak, Mohamad Khairi (57203233310); Ammar, Khalid (57213686839); Ooi, Chia Ai (57202377657); Ahmad, Ashraf Bani (60224087100)",57215276600; 57203233310; 57213686839; 57202377657; 60224087100,State-of-charge estimation of IoT devices using genetic algorithm-optimized long short-term memory networks under real-world conditions,2025,2,10.1016/j.egyr.2025.11.109,https://www.scopus.com/pages/publications/105023825061?origin=resultslist,passed_stage1,"capacity, discharge, current, voltage, curve",passed_stage2,"capacity, current",relevant
Heß A.; Wetzel T.; Seegert P.,"Heß, Anne (59761616200); Wetzel, Thomas (7003641164); Seegert, Philipp (57191858564)",59761616200; 7003641164; 57191858564,Transfer from experimental test cell to automotive pouch cell level: A combined experimental and modeling approach,2025,2,10.1016/j.est.2025.116812,https://www.scopus.com/pages/publications/105003923035?origin=resultslist,passed_stage1,"charge, discharge, impedance, plot, current, voltage",passed_stage2,"charge, impedance",relevant
Ndzana N.D.M.; Nelem A.T.; Abanda Y.A.; Pesdjock M.J.P.; Ngouagna M.V.T.; Zeh O.F.; Ele P.,"Ndzana, Nicolas Daniel Mbele (59126021100); Nelem, Aristide Tolok (57223254131); Abanda, Yannick Antoine (57191431168); Pesdjock, Mathieu Jean Pierre (57219700545); Ngouagna, Murele Vanina Toukam (59125511300); Zeh, Odile Fernande (57744975300); Ele, Pierre (8325225000)",59126021100; 57223254131; 57191431168; 57219700545; 59125511300; 57744975300; 8325225000,Lithium-ion point-of-care ultrasound battery joint state of charge estimation,2024,2,10.1016/j.sciaf.2024.e02232,https://www.scopus.com/pages/publications/85192975663?origin=resultslist,passed_stage1,"voltage, curve",passed_stage2,"voltage, current",relevant
Löser R.; Joshi Y.; Talei R.; Ebbinghaus P.; Schmitz G.,"Löser, Robert (59395002700); Joshi, Yug (57197801414); Talei, Roham (57199841584); Ebbinghaus, Petra (15020151200); Schmitz, Guido (7201651474)",59395002700; 57197801414; 57199841584; 15020151200; 7201651474,Electro-chemo-mechanical behavior of a layered cathode material upon cycling,2025,2,10.1016/j.actamat.2025.121155,https://www.scopus.com/pages/publications/105010680735?origin=resultslist,passed_stage1,capacity,passed_stage2,curve,relevant
Li C.; Zhang L.,"Li, Chenyi (58933225300); Zhang, Long (57190978106)",58933225300; 57190978106,"Data-driven system identification, model transfer, and forecasting of battery capacity with impedance measurements",2025,1,10.1016/j.ymssp.2025.113041,https://www.scopus.com/pages/publications/105009850329?origin=resultslist,passed_stage1,"capacity, charge, impedance",passed_stage2,"capacity, curve",relevant
Pirker C.; Mohr D.; Tancogne-Dejean T.,"Pirker, Christoph (60613233600); Mohr, Dirk (7103042426); Tancogne-Dejean, Thomas (57016824300)",60613233600; 7103042426; 57016824300,Full-field experimental characterization of charging-induced swelling in lithium-ion pouch cells using surround digital image correlation,2026,0,10.1016/j.jpowsour.2026.240301,https://www.scopus.com/pages/publications/105037772143?origin=resultslist,passed_stage1,"discharge, charge, voltage, current",passed_stage2,"charge, voltage, discharge, current",relevant
Hardy J.; Steggall J.; Hardy P.,"Hardy, John (56210513900); Steggall, John (58133748100); Hardy, Peter (58135155400)",56210513900; 58133748100; 58135155400,Development of bespoke hardware and software to enable testing of a novel method of managing the charge and discharge of series-connected battery packs,2023,1,10.1016/j.mex.2023.102294,https://www.scopus.com/pages/publications/85165568893?origin=resultslist,passed_stage1,voltage,passed_stage2,voltage,relevant
Jackowska R.; Courtier N.E.; Chen Y.; Planden B.; Howey D.; Lopez C.; Spathara D.; Kendrick E.,"Jackowska, Roksana (58946939800); Courtier, Nicola E. (57201689684); Chen, Yongxiu (57207208796); Planden, Brady (57607040400); Howey, David (34267561800); Lopez, Carmen (8573498700); Spathara, Dimitra (56367531000); Kendrick, Emma (57202210744)",58946939800; 57201689684; 57207208796; 57607040400; 34267561800; 8573498700; 56367531000; 57202210744,Transport limitations in single-crystal NCM cathode electrodes,2026,1,10.1016/j.jpowsour.2025.238881,https://www.scopus.com/pages/publications/105029952961?origin=resultslist,passed_stage1,"charge, capacity, discharge, plot, current",passed_stage2,"capacity, voltage, discharge",relevant
Bhakre S.; Dhoble A.; Kotambkar M.,"Bhakre, Someshwar (57218209663); Dhoble, Ashwinkumar (55748067100); Kotambkar, Mangesh (36634259500)",57218209663; 55748067100; 36634259500,Experimental investigation of the effect of charging and discharging on a battery module of cylindrical lithium-ion cells,2026,0,10.1016/j.nxener.2026.100649,https://www.scopus.com/pages/publications/105037951862?origin=resultslist,passed_stage1,"charge, discharge, current, voltage",passed_stage2,"charge, discharge, current, voltage",relevant
Levchenko S.; Barcaro E.; Comini A.; Matic A.; Hassoun J.,"Levchenko, Stanislav (57220340962); Barcaro, Edoardo (58126880300); Comini, Alessio (59723380300); Matic, Aleksandar (7003674641); Hassoun, Jusef (7102421480)",57220340962; 58126880300; 59723380300; 7003674641; 7102421480,Thermally stable electrolyte for lithium‑oxygen battery and its metal-free version,2026,1,10.1016/j.jcis.2025.139622,https://www.scopus.com/pages/publications/105024542169?origin=resultslist,passed_stage1,"charge, capacity, discharge, plot, current, voltage",passed_stage2,"charge, capacity, discharge, current, voltage, specific capacity",relevant
Temiz S.; Kurban H.; Erol S.; Dalkilic M.M.,"Temiz, Selcuk (57023769400); Kurban, Hasan (56375007000); Erol, Salim (56307858000); Dalkilic, Mehmet M. (8876125600)",57023769400; 56375007000; 56307858000; 8876125600,Data on Machine Learning regenerated Lithium-ion battery impedance,2022,2,10.1016/j.dib.2022.108698,https://www.scopus.com/pages/publications/85140961787?origin=resultslist,passed_stage1,impedance,passed_stage2,impedance,relevant
Sanfeliu Meliá C.; Meraner C.; Steen-Hansen A.; Olsø B.G.,"Sanfeliu Meliá, Cristina (60080238600); Meraner, Christoph (55760904800); Steen-Hansen, Anne (14521554700); Olsø, Brynhild Garberg (58078376200)",60080238600; 55760904800; 14521554700; 58078376200,Full-scale room fire of Li-ion battery modules undergoing thermal runaway,2026,1,10.1016/j.firesaf.2026.104680,https://www.scopus.com/pages/publications/105031909945?origin=resultslist,passed_stage1,curve,passed_stage2,curve,relevant
Fabre T.; Fournet-Fayard F.; Steil M.C.; Bouchet R.,"Fabre, Timothée (59792550900); Fournet-Fayard, Franck (57222749687); Steil, Marlu Cesar (6601957572); Bouchet, Renaud (6603922555)",59792550900; 57222749687; 6601957572; 6603922555,From electrochemical flash sintering (EFS) to high-frequency flash sintering (HF-FS) of ionic conductors,2026,1,10.1016/j.electacta.2026.148192,https://www.scopus.com/pages/publications/105027972751?origin=resultslist,passed_stage1,"charge, current, impedance",passed_stage2,charge,relevant
