"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link"
"Moraru L.","Moraru, Luminiţa (6701888991)","6701888991","Thermal effects of 99,7% Al melts in ultrasonic field","2002","0","","https://www.scopus.com/pages/publications/84887415910?origin=resultslist"
"Hillmer H.; Klepser B.","Hillmer, H. (7004591156); Klepser, B. (7003554224)","7004591156; 7003554224","Semiconductor lasers for high bit rate optical data transmission: investigations to increase the yield of laser arrays","1999","1","","https://www.scopus.com/pages/publications/0032648179?origin=resultslist"
"Tang X.; Yang G.; Lin Z.; Gu Y.; Wang J.; Wei X.","Tang, Xinling (57194013124); Yang, Guang (57859805500); Lin, Zhongkang (60158263000); Gu, Yulin (60525875400); Wang, Jingfei (57457939800); Wei, Xiaoguang (24179256400)","57194013124; 57859805500; 60158263000; 60525875400; 57457939800; 24179256400","Role of modification interlayers in enhancing thermal transport across metal/diamond interfaces","2026","0","10.1088/1361-6463/ae4e3d","https://www.scopus.com/pages/publications/105037730082?origin=resultslist"
"Minea A.A.; Tugui C.A.; Tofan G.C.; Chereches E.I.","Minea, Alina Adriana (23493089800); Tugui, Catalin Andrei (56507304700); Tofan, George Catalin (60117019200); Chereches, Elena Ionela (57200697478)","23493089800; 56507304700; 60117019200; 57200697478","Computational Analysis in Laminar Flow of Several Nanocolloids with PEG 200 and MgO/MWCNTs Nanoparticles","2026","0","10.3390/ma19081617","https://www.scopus.com/pages/publications/105037212939?origin=resultslist"
"","","","34th Thermophysics Conference 2000","2000","0","","https://www.scopus.com/pages/publications/84894597268?origin=resultslist"
"Mahjoub H.; Lataoui Z.; Benselama A.M.; Bertin Y.; Jemni A.","Mahjoub, Hammouda (57558540300); Lataoui, Zied (15064502700); Benselama, Adel M. (6506377356); Bertin, Yves (7003333865); Jemni, Abdelmajid (57224127732)","57558540300; 15064502700; 6506377356; 7003333865; 57224127732","A Fully Resolved Model of Compressible Flow with Phase Change Inside a Thermosyphon Heat Pipe: Validation and Predictive Analysis","2025","0","10.3390/fluids10110282","https://www.scopus.com/pages/publications/105023217867?origin=resultslist"
"Muratoglu O.F.; Omur C.; Horuz I.","Muratoglu, Osman Furkan (57211430420); Omur, Cem (50162193300); Horuz, Ilhami (6603449998)","57211430420; 50162193300; 6603449998","A methodology to determine orbital thermal performance of heat pipes via thermal performance tests at 1-G conditions","2019","0","10.1109/RAST.2019.8767799","https://www.scopus.com/pages/publications/85073914412?origin=resultslist"
"Dhumal A.; Kulkarni A.; Phirke V.; Karvinkoppa M.","Dhumal, Amol (58696711500); Kulkarni, Atul (57203078598); Phirke, Vasant (59149261400); Karvinkoppa, Mathew (60566056400)","58696711500; 57203078598; 59149261400; 60566056400","A comparative study of experimental findings with and without TIMs for efficient cooling in electronics devices","2026","0","10.1063/5.0317543","https://www.scopus.com/pages/publications/105035096654?origin=resultslist"
"Efimov S.S.; Starostin E.G.; Tappyrova N.I.","Efimov, S.S. (7005361848); Starostin, E.G. (25643627500); Tappyrova, N.I. (45861626200)","7005361848; 25643627500; 45861626200","Effect of hydrothermal conductivity on thermal resistance of porous materials","2011","0","10.1134/S0869864311010148","https://www.scopus.com/pages/publications/79961134653?origin=resultslist"
"Husain T.A.; Qader I.N.","Husain, Tahseen A. (58308594900); Qader, Ibrahim Nazem (57194703152)","58308594900; 57194703152","The Impact of Hydrostatic Pressure on Thermal Conductivity of Nanostructured Bi","2023","0","10.31202/ecjse.1123146","https://www.scopus.com/pages/publications/85161447184?origin=resultslist"
"Hebert J.J.; Price D.C.","Hebert, J.J. (7201723325); Price, D.C. (57209596576)","7201723325; 57209596576","Heat transfer to liquid drops from a small diameter channel at temperatures in the film boiling range","1972","1","10.1016/0017-9310(72)90014-2","https://www.scopus.com/pages/publications/49649145263?origin=resultslist"
"Alam P.; Madanan U.","Alam, Parvez (58919638200); Madanan, Umesh (57194055839)","58919638200; 57194055839","Boundaries matter: Impact of sidewall conductance on porous-media thermal convection","2026","0","10.1016/j.icheatmasstransfer.2026.110773","https://www.scopus.com/pages/publications/105031181764?origin=resultslist"
"Hong D.; Tang L.; Ma Y.","Hong, Daliang (36246111200); Tang, Linbing (60566608300); Ma, Yinfei (60565705200)","36246111200; 60566608300; 60565705200","Simulation and experimental research on a capillary-gravity hybrid-driven vapor-liquid two-phase flow cooling system","2026","0","10.1088/1742-6596/3193/1/012023","https://www.scopus.com/pages/publications/105035082496?origin=resultslist"
"","","","Journal of Physics: Conference Series","2016","0","","https://www.scopus.com/pages/publications/85043833972?origin=resultslist"
"Kim W.-B.; Yang Y.-S.; Na S.-J.","Kim, W.-B. (57028734700); Yang, Y.-S. (7409387411); Na, S.-J. (23390113100)","57028734700; 7409387411; 23390113100","Heat flow in multi-pass arc spraying processes","1989","1","10.1016/0257-8972(89)90078-9","https://www.scopus.com/pages/publications/0024718281?origin=resultslist"
"Glukhova O.E.; Kolesnikova A.S.; Slepchenkov M.M.; Shunaev V.V.; Savostyanov G.V.","Glukhova, O.E. (55900629900); Kolesnikova, A.S. (36113938700); Slepchenkov, M.M. (36844856100); Shunaev, V.V. (55746920000); Savostyanov, G.V. (56095538300)","55900629900; 36113938700; 36844856100; 55746920000; 56095538300","Unit coefficient of thermal conductivity of carbon nanotubes with positions of their use as a material for nano-emitters","2014","0","10.1117/12.2040664","https://www.scopus.com/pages/publications/84897430483?origin=resultslist"
"Khoso A.Q.; Xie T.; Buonomo B.; Nardini S.; Manca O.; Berg H.P.","Khoso, Abdul Qadeer (57218311229); Xie, Tianxiao (58157445800); Buonomo, Bernardo (8351454100); Nardini, Sergio (7005300012); Manca, Oronzio (35562107700); Berg, Heinz Peter (57196592286)","57218311229; 58157445800; 8351454100; 7005300012; 35562107700; 57196592286","Influence of Joining Techniques on the Thermal performance of Metal Foam Heat Exchanger","2026","0","10.1615/TFEC2026.cbf.061295","https://www.scopus.com/pages/publications/105037310457?origin=resultslist"
"Aoki H.; Mitsui H.","Aoki, Hiroshi (57205819902); Mitsui, Hiroyuki (7102159603)","57205819902; 7102159603","Tubular Heat Exchangers with Internal Longitudinal Fins for Metal Hydride Reaction Beds","1991","1","10.1299/kikaib.57.604","https://www.scopus.com/pages/publications/0026107090?origin=resultslist"
"Shakhova I.; Gavrikov A.; Vaulina O.; Khrustalyov Yu.; Statsenko K.; Petrov O.; Fortov V.","Shakhova, I. (10244653200); Gavrikov, A. (6602939443); Vaulina, O. (7003471387); Khrustalyov, Yu. (10242685100); Statsenko, K. (15045842800); Petrov, O. (7102305944); Fortov, V. (35596574800)","10244653200; 6602939443; 7003471387; 10242685100; 15045842800; 7102305944; 35596574800","Experimental study of heat transfer for macroparticles in dusty plasma","2005","1","10.1063/1.2134655","https://www.scopus.com/pages/publications/33750321845?origin=resultslist"
"Hesby E.; Pharokhipanah T.; Storey C.","Hesby, Emily (60333827300); Pharokhipanah, Tolou (60201381900); Storey, Connor (60333671100)","60333827300; 60201381900; 60333671100","Cryogenic Feed System Flow Optimization Through Pre-Chill: Analysis of Liquid Nitrogen and Liquid Oxygen Testing","2025","0","10.52202/083090-0102","https://www.scopus.com/pages/publications/105036202114?origin=resultslist"
"El hadoui B.; Tizakast Y.; Tizakast S.; Kaddiri M.","El hadoui, Bilal (58683525400); Tizakast, Youssef (57223237245); Tizakast, Souad (60145802500); Kaddiri, Mourad (57193326856)","58683525400; 57223237245; 60145802500; 57193326856","Modeling and optimization of heat transfer and flow dynamics of non-Newtonian Carreau nanofluids in differentially heated enclosed domains: coupled effects of rheology, geometry, and external forces","2026","0","10.1016/j.ijheatfluidflow.2025.110110","https://www.scopus.com/pages/publications/105019103077?origin=resultslist"
"Kozak Y.; Rozenfeld T.; Hayat R.; Ziskind G.","Kozak, Yoram (55200379400); Rozenfeld, Tomer (56015973300); Hayat, Ron (56168911000); Ziskind, Gennady (8612331200)","55200379400; 56015973300; 56168911000; 8612331200","Modeling of constrained melting in a radially finned latent thermal energy storage unit","2015","0","10.1615/ICHMT.2015.IntSympAdvComputHeatTransf.520","https://www.scopus.com/pages/publications/85120777374?origin=resultslist"
"Daniel A.; Irwansyah R.","Daniel, Ales (58695738600); Irwansyah, Ridho (55006023800)","58695738600; 55006023800","Numerical study of laminar convective heat transfer of Al2O3-H2O:EG nanofluids","2023","0","10.1063/5.0135781","https://www.scopus.com/pages/publications/85176784870?origin=resultslist"
"Senthil S.S.; Vijayakumar K.; Sathishkumar A.","Senthil, S. Srinivasa (57204217129); Vijayakumar, K. (57579488900); Sathishkumar, A. (57215517563)","57204217129; 57579488900; 57215517563","Optimization of waste heat recovery in air-conditioning systems: experimental and CFD analysis of thermal energy extraction using a copper spiral absorber","2025","0","10.1140/epjp/s13360-025-07173-4","https://www.scopus.com/pages/publications/105025363505?origin=resultslist"
"Hassan M.A.S.M.; Shahriman A.B.; Razlan Z.M.; Rahman A.; Rojan M.A.; Kamarrudin N.S.; Khairunizam W.A.N.; Ibrahim I.; Azizul Aziz I.; Ibrahim Z.; Rani M.F.H.; Murali R.","Hassan, M.A.S.M. (57223946304); Shahriman, A.B. (57196198202); Razlan, Z.M. (55178487200); Rahman, A. (57224720684); Rojan, M.A. (57188766103); Kamarrudin, N.S. (56010115700); Khairunizam, W.A.N. (57200576499); Ibrahim, I. (57204245156); Azizul Aziz, I. (57204828061); Ibrahim, Z. (57217631746); Rani, M.F.H. (57195985189); Murali, R. (57223334203)","57223946304; 57196198202; 55178487200; 57224720684; 57188766103; 56010115700; 57200576499; 57204245156; 57204828061; 57217631746; 57195985189; 57223334203","Elucidating Heat Transfer of Valve and Valve Seat through Thermal Measurement Method","2025","0","10.1063/5.0217521","https://www.scopus.com/pages/publications/105003297063?origin=resultslist"
"Song Q.; Chen G.; Yang Z.; Xue H.; Gong M.","Song, Qinglu (57194109977); Chen, Gaofei (36007000100); Yang, Zhiqiang (57194059484); Xue, Hanwen (57203386499); Gong, Maoqiong (7201566030)","57194109977; 36007000100; 57194059484; 57203386499; 7201566030","Flow condensation heat transfer characteristics of methane and ethane","2018","0","10.1615/ihtc16.cod.022811","https://www.scopus.com/pages/publications/85068316099?origin=resultslist"
"Hussein A.A.; Talib A.R.A.; Adam N.M.","Hussein, Amar Ali (57205865157); Talib, A. R Abu (21741790100); Adam, N.M. (7006657323)","57205865157; 21741790100; 7006657323","Numerical simulation of plain fin-and-round tube heat exchanger under frost condition","2010","1","10.1063/1.3464874","https://www.scopus.com/pages/publications/78549264094?origin=resultslist"
"Brochard-Richard C.; Di Berardino G.; Herth E.; Wei C.; Panciera F.; Poirier T.; Edgar J.H.; Gil B.; Cassabois G.; Della Rocca M.L.; Sarkar S.; Bendiab N.; Marty L.; Oehler F.; Ouerghi A.; Chaste J.","Brochard-Richard, Cléophanie (58166071700); Di Berardino, Gaia (58522710600); Herth, Etienne (35109026900); Wei, Chen (58943892900); Panciera, Federico (36176241000); Poirier, Thomas (59193939000); Edgar, James H. (7102465955); Gil, Bernard (7103109404); Cassabois, Guillaume (6701352241); Della Rocca, Maria Luisa (6701693553); Sarkar, Suman (57207082155); Bendiab, Nedjma (6603233924); Marty, Laëtitia (12142697900); Oehler, Fabrice (24462076900); Ouerghi, Abdelkarim (6507983620); Chaste, Julien (23969882400)","58166071700; 58522710600; 35109026900; 58943892900; 36176241000; 59193939000; 7102465955; 7103109404; 6701352241; 6701693553; 57207082155; 6603233924; 12142697900; 24462076900; 6507983620; 23969882400","Extreme longitudinal thermal conductivity and non-diffusive heat transport in isotopic hBN","2026","0","10.1038/s41467-026-69907-x","https://www.scopus.com/pages/publications/105035212897?origin=resultslist"
"Ramesh A.; Tenson T.J.; Oommen L.P.","Ramesh, Adarsh (60019015700); Tenson, Tino Joe (57203919560); Oommen, Libin P. (57216917105)","60019015700; 57203919560; 57216917105","Thermal Breaks to Reduce Energy Consumption and Room Temperature Using Industrial Waste Materials: A Sustainable Approach","2025","0","10.1007/978-981-96-6541-9_9","https://www.scopus.com/pages/publications/105011933993?origin=resultslist"
"Huiying X.; Jing Z.; Shengfang L.; Qian W.; Xiao Z.; Yi L.; Yuan Y.","Huiying, Xiang (60370988100); Jing, Zhao (59557358600); Shengfang, Li (60370988200); Qian, Wang (60371280700); Xiao, Zhu (60371376000); Yi, Liao (60371185200); Yuan, Yuan (57226140493)","60370988100; 59557358600; 60370988200; 60371280700; 60371376000; 60371185200; 57226140493","Anti-icing/icephobic performance and mechanisms of slippery surfaces on atmospheric ice accretion","2026","0","10.1016/j.colsurfa.2026.139836","https://www.scopus.com/pages/publications/105029347850?origin=resultslist"
"Li Z.; Huang J.; Zhang Y.; Wang W.; Wang Y.; Zeng J.","Li, Zhengchun (60344162900); Huang, Jun (57190348401); Zhang, Yazhu (37076317600); Wang, Wenxue (60196594800); Wang, Yonghong (60196761200); Zeng, Jing (60344163000)","60344162900; 57190348401; 37076317600; 60196594800; 60196761200; 60344163000","Investigation of high-temperature interfacial thermal contact conductance of SAE 1040 steel based on steady-state heat flux method: Comparing experimental results with theoretical models","2026","0","10.1016/j.ijthermalsci.2026.110714","https://www.scopus.com/pages/publications/105028157430?origin=resultslist"
"Canani A.; Zilio G.; Baraldi D.; Mortean M.V.V.","Canani, A. (60377715100); Zilio, G. (57734551800); Baraldi, D. (58722105100); Mortean, M.V.V. (56951283200)","60377715100; 57734551800; 58722105100; 56951283200","Experimental investigation of polymeric heat exchangers with straight and complex 3D-Printed channel geometries: effects of wall resistance on thermal performance","2026","0","10.1080/08916152.2026.2624544","https://www.scopus.com/pages/publications/105029680573?origin=resultslist"
"Min J.Y.; Kim S.J.","Min, Jung Yim (7201920153); Kim, Sung Jin (57220045132)","7201920153; 57220045132","Determination of the unknown coefficients in stress and flux conditions at fluid-porous interface","2004","0","","https://www.scopus.com/pages/publications/4444286649?origin=resultslist"
"Kalisik T.; Majumdar P.","Kalisik, Todd (10642408800); Majumdar, Pradip (7005037497)","10642408800; 7005037497","A thermal conductivity model for micro-nanoscale diamond thin films using dispersion curve data","2006","0","10.1109/ITHERM.2006.1645481","https://www.scopus.com/pages/publications/33846630982?origin=resultslist"
"Wang Q.; Weng P.; Huang L.; Zong J.","Wang, Qiuliang (7406915784); Weng, Peide (7006434597); Huang, Liang (55492512000); Zong, Jun (56232309500)","7406915784; 7006434597; 55492512000; 56232309500","Stability study on the HT-7U TF and PF superconducting magnets","2004","0","10.1109/TASC.2004.830651","https://www.scopus.com/pages/publications/4344688950?origin=resultslist"
"Joshi Y.G.; Gupta V.; Shrikhande N.; Dehury R.K.; Laddhad V.; Kumar R.","Joshi, Yogesh G. (57223317436); Gupta, Vinit (57042200800); Shrikhande, Nikhil (59714872400); Dehury, Ranjit Kumar (59540334600); Laddhad, Vrushabh (59716036800); Kumar, Rahul (58263823100)","57223317436; 57042200800; 59714872400; 59540334600; 59716036800; 58263823100","Performance Investigation of the Automotive Radiator Using Functionalized Graphene Quantum Dots-Based Nanosuspension","2025","0","10.1142/S1793292025500456","https://www.scopus.com/pages/publications/105001335454?origin=resultslist"
"Li P.; Yu H.; Li M.; Du S.; Yan M.; Liu Y.; Zhu D.; Zhang H.","Li, Peiying (57210747622); Yu, Hongxing (16320171300); Li, Meifu (7405264037); Du, Sijia (35995346200); Yan, Mingyu (22987218600); Liu, Yu (55742294200); Zhu, Dahuan (55459893500); Zhang, He (57190188357)","57210747622; 16320171300; 7405264037; 35995346200; 22987218600; 55742294200; 55459893500; 57190188357","Investigation of turbulent Prt model and the segmentation rule for LBE turbulent heat transfer","2019","0","","https://www.scopus.com/pages/publications/85073752537?origin=resultslist"
"Assaf M.; Brachelet F.; Tittelein P.; Defer D.; Antczak E.","Assaf, Marwan (60017711300); Brachelet, Franck (6506282381); Tittelein, Pierre (26322177400); Defer, Didier (56006006700); Antczak, Emmanuel (6602743883)","60017711300; 6506282381; 26322177400; 56006006700; 6602743883","Experimental validation of an approach to reduce uncertainties in the in-situ estimation of straw bales' thermal conductivity","2026","0","10.1016/j.ijthermalsci.2025.110545","https://www.scopus.com/pages/publications/105023587815?origin=resultslist"
"Košmrlj S.; Končar B.","Košmrlj, Samo (55279775400); Končar, Boštjan (6602216238)","55279775400; 6602216238","Simulating cyclic high heat flux loading of divertor cooling finger mock-up","2013","0","10.1016/j.nucengdes.2013.03.035","https://www.scopus.com/pages/publications/84885184236?origin=resultslist"
"Boukedjane M.; Chidouah W.","Boukedjane, Mouloud (57208111152); Chidouah, Wafa (60408854300)","57208111152; 60408854300","Effect of Hybrid Nanoparticles on Melting Process in Annular Thermal Storage System","2026","0","10.2514/1.T7178","https://www.scopus.com/pages/publications/105030656638?origin=resultslist"
"Pomada M.; Adamus J.","Pomada, Marta (57222279878); Adamus, Janina (7005200368)","57222279878; 7005200368","Analysis of Material Solutions for Internal Insulation of Masonry Walls—A Case Study","2025","0","10.3390/ma18184330","https://www.scopus.com/pages/publications/105017110770?origin=resultslist"
"Yamamoto T.; Tanaka Y.; Ikeda Y.; Mochizuki M.; Sugihara S.; Liu J.","Yamamoto, Tadashi (57192731819); Tanaka, Yoshio (57201513194); Ikeda, Yoshio (7404015210); Mochizuki, Masataka (35493563800); Sugihara, Shinichi (7102868002); Liu, Jifu (7410102714)","57192731819; 57201513194; 7404015210; 35493563800; 7102868002; 7410102714","Experimental Study of Sodium heat pipes: 2nd Report","1989","0","10.1299/kikaib.55.2054","https://www.scopus.com/pages/publications/0024706143?origin=resultslist"
"","","","7th Central European Symposium on Thermophysics, CEST 2025","2025","0","","https://www.scopus.com/pages/publications/105027407813?origin=resultslist"
"Wang L.; Li Y.; Duan H.; Zhang L.; Liu X.; Liu J.","Wang, Lixia (59226600400); Li, Yongfeng (57207039538); Duan, Haolin (60052601800); Zhang, Luhang (60053143800); Liu, Xiaoliang (60053143900); Liu, Jing (60052601900)","59226600400; 57207039538; 60052601800; 60053143800; 60053143900; 60052601900","Shielding gas induced thermodynamics mechanisms in keyhole plasma arc welding studied by experiment and numerical simulation","2026","0","10.1016/j.ijthermalsci.2025.110244","https://www.scopus.com/pages/publications/105013580902?origin=resultslist"
"Naik S.; Hussain I.; Fattepur G.; Mandal S.","Naik, Surya (60172873600); Hussain, Irshaad (60173499500); Fattepur, Gururaj (57218251000); Mandal, Shridhar (60172873700)","60172873600; 60173499500; 57218251000; 60172873700","Evaluating the effectiveness of phase change material and liquid metal integration in laptop cooling system","2025","0","10.1063/5.0291751","https://www.scopus.com/pages/publications/105021080764?origin=resultslist"
"Dong Y.; Diao C.; Song Y.; Chi H.; Lin J.","Dong, Yuan (57188745582); Diao, Chenghao (57194265761); Song, Yingru (57206845497); Chi, Haojia (57206845940); Lin, Jian (24477746000)","57188745582; 57194265761; 57206845497; 57206845940; 24477746000","Enhanced interfacial thermal conductance between carbon nanotube and gold by molecule junctions: A molecular dynamics study","2018","0","10.1615/ihtc16.nmt.022699","https://www.scopus.com/pages/publications/85068332110?origin=resultslist"
"Savino R.; Cecere A.; Di Paola R.; Abe Y.","Savino, R. (7005886959); Cecere, A. (8848931900); Di Paola, R. (26029768500); Abe, Y. (24350771400)","7005886959; 8848931900; 26029768500; 24350771400","Ground-based activities in preparation of microgravity experiments on heat pipe with self-rewetting fluids","2010","0","","https://www.scopus.com/pages/publications/79959432161?origin=resultslist"
"Imura H.; Kozai H.; Takashima K.","Imura, Hideaki (7202319056); Kozai, Hiroaki (6602794243); Takashima, Kazusuke (7103226795)","7202319056; 6602794243; 7103226795","The Effective Thermal Conductivity of Screen Wicks","1988","1","10.1299/kikaib.54.2905","https://www.scopus.com/pages/publications/0024091154?origin=resultslist"
"Elango P.; Yadav U.; Bansal D.; Agrawal A.","Elango, Priyanth (60096948900); Yadav, Upendra (58450363800); Bansal, Dipanshu (56015470900); Agrawal, Amit (56247530400)","60096948900; 58450363800; 56015470900; 56247530400","Analytical solution for heat conduction in nanowires and nanotubes based on higher-order SO13 transport equations","2026","0","10.1016/j.icheatmasstransfer.2026.110764","https://www.scopus.com/pages/publications/105034591278?origin=resultslist"
"","","","International Symposium on Advances in Computational Heat Transfer, CHT 2017","2017","0","","https://www.scopus.com/pages/publications/85064049533?origin=resultslist"
"Nayebpashaee N.","Nayebpashaee, Nasim (55694370000)","55694370000","Experimental investigation of thermophysical properties of Al2O3 TiO2 CuO Fe3O4 water ethylene glycol quadri hybrid nanofluid","2026","0","10.1186/s11671-026-04602-w","https://www.scopus.com/pages/publications/105037461755?origin=resultslist"
"","","","ACRA 2014 - Proceedings of the 7th Asian Conference on Refrigeration and Air Conditioning","2014","0","","https://www.scopus.com/pages/publications/84928342337?origin=resultslist"
"Zheng J.; Chen Y.; Chen N.; Li D.; Zhou H.; Zhang Y.; Pan Q.","Zheng, Jun (60349879000); Chen, Yibiao (57191227424); Chen, Nuo (60349834600); Li, Decai (7405324739); Zhou, Hongming (55716789100); Zhang, Yanjuan (57194711370); Pan, Qi (60349812400)","60349879000; 57191227424; 60349834600; 7405324739; 55716789100; 57194711370; 60349812400","Correlation between microstructure and macroscopic thermal transport: Mechanism of thermal conductivity variation in ferrofluids in a sealed high magnetic field","2026","0","10.1016/j.ijthermalsci.2026.110718","https://www.scopus.com/pages/publications/105028500276?origin=resultslist"
"","","","Journal of Physics: Conference Series","2016","0","","https://www.scopus.com/pages/publications/85043795144?origin=resultslist"
"Bragin D.M.; Popov A.I.; Karpilov I.D.; Zinina S.A.; Popkova A.S.; Eremin A.V.","Bragin, D.M. (57430721500); Popov, A.I. (57216363622); Karpilov, I.D. (57212488816); Zinina, S.A. (57430922100); Popkova, A.S. (60479509100); Eremin, A.V. (56395547000)","57430721500; 57216363622; 57212488816; 57430922100; 60479509100; 56395547000","Experimental and numerical investigation of the thermophysical properties of lattices based on triply periodic minimal surfaces","2026","0","10.1016/j.ijthermalsci.2026.110979","https://www.scopus.com/pages/publications/105038186381?origin=resultslist"
"Torres L.; Tanguy S.; Colin C.; Urbano A.","Torres, Loric (58511292800); Tanguy, Sébastien (15752159800); Colin, Catherine (57197938153); Urbano, Annafederica (34882435700)","58511292800; 15752159800; 57197938153; 34882435700","On the effect of substrate thermal conductivity and nano-region on subcooled nucleate boiling in zero-gravity conditions","2026","0","10.1016/j.ijheatmasstransfer.2025.127594","https://www.scopus.com/pages/publications/105012821473?origin=resultslist"
"Chen Q.; Xin M.; Amano R.S.","Chen, Qinghua (10538871600); Xin, Mingdao (7005241472); Amano, R.S. (24340964100)","10538871600; 7005241472; 24340964100","Experimental study of R134a condensation heat transfer inside the horizontal micro-fin tubes","2004","1","","https://www.scopus.com/pages/publications/4444370645?origin=resultslist"
"Jin J.; Cai X.; Zhang Z.; Zhao Z.; Fu H.; Tang J.; Xiao W.; Qin M.; Cai J.","Jin, Jiafei (60106826000); Cai, Xiaoming (57200044635); Zhang, Zhiwu (59756790000); Zhao, Ziming (59757688200); Fu, Han (59894304200); Tang, Junwen (58784511100); Xiao, Weiqi (58972680100); Qin, Ming (59810737100); Cai, Jinming (57197418345)","60106826000; 57200044635; 59756790000; 59757688200; 59894304200; 58784511100; 58972680100; 59810737100; 57197418345","GO/Fe3O4@SiO2–NH2 magnetic nanofluids: preparation, stability and heat transfer enhancement under magnetic field dual modulation","2026","0","10.1007/s10973-025-15188-3","https://www.scopus.com/pages/publications/105025890126?origin=resultslist"
"Sansoucy E.; Oosthuizen P.H.; Refai-Ahmed G.","Sansoucy, Eric (15063324300); Oosthuizen, Patrick H. (7101960803); Refai-Ahmed, Gamal (6701651388)","15063324300; 7101960803; 6701651388","An experimental study of the enhancement of air-cooling limits for telecom/datacom heat sinks applications using an impinging air jet","2004","1","","https://www.scopus.com/pages/publications/4444377279?origin=resultslist"
"Fedoseev V.N.; Kalishevskii L.L.; Shanin O.I.","Fedoseev, V.N. (7006108555); Kalishevskii, L.L. (6507250605); Shanin, O.I. (6603369417)","7006108555; 6507250605; 6603369417","RADIATIVE ENERGY TRANSFER IN A SLENDER PACKED BED OF SPHERICAL ELEMENTS.","1984","1","","https://www.scopus.com/pages/publications/0021420412?origin=resultslist"
"He X.; Wang K.; Shi Z.; Wu H.; Zhou A.; Yang Z.; Zhang Y.","He, Xinfu (36720951700); Wang, Kai (60519307900); Shi, Zhiwei (57192431371); Wu, Hongju (57189886963); Zhou, Anning (55831662900); Yang, Zhiyuan (15060901300); Zhang, Yating (25724759100)","36720951700; 60519307900; 57192431371; 57189886963; 55831662900; 15060901300; 25724759100","Thermal Conductivity of Coal: Determination Methods, Influencing Mechanisms and Prediction","2026","0","10.1007/s10765-026-03742-6","https://www.scopus.com/pages/publications/105033407957?origin=resultslist"
"Tan Z.; Li X.; Zhou J.; Huai X.","Tan, Zhenyu (57539114100); Li, Xunfeng (23100233500); Zhou, Jingzhi (56060004200); Huai, Xiulan (55485937200)","57539114100; 23100233500; 56060004200; 55485937200","Experimental study on a loop thermosyphon with microencapsulated phase change material suspension","2024","0","10.1088/1742-6596/2707/1/012158","https://www.scopus.com/pages/publications/85188237447?origin=resultslist"
"Amran N.A.M.; Mohamed H.; Gunnasegaran P.; Satgunam M.; Ismail I.N.; Roslan E.","Amran, N.A.M. (57194584787); Mohamed, H. (57136356100); Gunnasegaran, P. (35778031300); Satgunam, M. (48561725600); Ismail, I.N. (55598767200); Roslan, E. (57189299886)","57194584787; 57136356100; 35778031300; 48561725600; 55598767200; 57189299886","Enhancement of heat transfer performance of water using nanoparticles","2018","0","10.1063/1.5066891","https://www.scopus.com/pages/publications/85057230812?origin=resultslist"
"Verma S.K.; Schlake E.; Kandadai N.","Verma, Sagar Kumar (57658427800); Schlake, Ellie (58653529400); Kandadai, Nirmala (35795453500)","57658427800; 58653529400; 35795453500","Data-driven modeling and experimental validation of the laser sintering process for the printed silver nanoparticles ink for in-space manufacturing of printed electronics","2026","0","10.1016/j.ijheatmasstransfer.2025.127889","https://www.scopus.com/pages/publications/105018075954?origin=resultslist"
"Zourkta R.; Mjallal I.; Jaber H.; Al Takash A.; Faraj J.; Khaled M.; Hammoud M.","Zourkta, Rogina (60052737800); Mjallal, Ibrahim (57201503890); Jaber, Hassan (59167324500); Al Takash, Ahmad (57202234338); Faraj, Jalal (57195673562); Khaled, Mahmoud (35071469400); Hammoud, Mohammad (23050263400)","60052737800; 57201503890; 59167324500; 57202234338; 57195673562; 35071469400; 23050263400","Enhancing heat transfer in concrete for energy-efficient underfloor heating: The role of copper","2025","0","10.1016/j.icheatmasstransfer.2025.109524","https://www.scopus.com/pages/publications/105013588603?origin=resultslist"
"Zheng G.S.; Worek W.M.","Zheng, Guoji S. (7402223260); Worek, William M. (7005256740)","7402223260; 7005256740","Effect of additives on the regeneration of a dilute absorbent","1995","0","10.2514/3.733","https://www.scopus.com/pages/publications/0029388214?origin=resultslist"
"Feklistov E.; Tsobkallo E.; Moskalyuk O.; Stepashkina A.","Feklistov, Efrem (57194234464); Tsobkallo, Ekaterina (7801408090); Moskalyuk, Olga (55340207000); Stepashkina, Anna (55605720600)","57194234464; 7801408090; 55340207000; 55605720600","Study and simulation of heat transfer in nanostructured polymer dielectric composites","2020","0","10.1063/5.0033668","https://www.scopus.com/pages/publications/85097527868?origin=resultslist"
"Laskar N.; Bhaumik A.; Snigdha S.; Das M.K.","Laskar, Niloy (57606960900); Bhaumik, Asmita (60232256600); Snigdha, Sali (60232282600); Das, Mihir K. (7402050720)","57606960900; 60232256600; 60232282600; 7402050720","Engineered surface-fluid interactions: bubble dynamics and heat transfer with different fluid thermophysical properties","2026","0","10.1016/j.ijmultiphaseflow.2025.105565","https://www.scopus.com/pages/publications/105024484562?origin=resultslist"
